2026-08-05 13:36:32 | INFO | ML | === RUN START ===
2026-08-05 13:36:34 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:34 | INFO | M06 | Train instances: 273
2026-08-05 13:36:34 | INFO | M06 | Test instances:  69
2026-08-05 13:36:34 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:34 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:34 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:34 | INFO | M06 | Train instances: 273
2026-08-05 13:36:34 | INFO | M06 | Test instances:  69
2026-08-05 13:36:34 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:34 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:34 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:34 | INFO | M06 | Train instances: 273
2026-08-05 13:36:34 | INFO | M06 | Test instances:  69
2026-08-05 13:36:34 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:34 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:34 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:34 | INFO | M06 | Train instances: 273
2026-08-05 13:36:34 | INFO | M06 | Test instances:  69
2026-08-05 13:36:34 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:35 | INFO | M06 | Training complete
2026-08-05 13:36:35 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:35 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:35 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:35 | INFO | M06 | Train instances: 273
2026-08-05 13:36:35 | INFO | M06 | Test instances:  69
2026-08-05 13:36:35 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:35 | INFO | M06 | Training complete
2026-08-05 13:36:35 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:35 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:35 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:35 | INFO | M06 | Train instances: 273
2026-08-05 13:36:35 | INFO | M06 | Test instances:  69
2026-08-05 13:36:35 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:36 | INFO | M06 | Training complete
2026-08-05 13:36:36 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:36 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:36 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:36 | INFO | M06 | Train instances: 273
2026-08-05 13:36:36 | INFO | M06 | Test instances:  69
2026-08-05 13:36:36 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:37 | INFO | M06 | Training complete
2026-08-05 13:36:37 | INFO | M06 | Test accuracy: 1.000
2026-08-05 13:36:37 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:37 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:37 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:37 | INFO | M06 | Train instances: 273
2026-08-05 13:36:37 | INFO | M06 | Test instances:  69
2026-08-05 13:36:37 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:37 | INFO | M06 | Training complete
2026-08-05 13:36:37 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:37 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:37 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:37 | INFO | M06 | Train instances: 273
2026-08-05 13:36:37 | INFO | M06 | Test instances:  69
2026-08-05 13:36:37 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:38 | INFO | M06 | Training complete
2026-08-05 13:36:38 | INFO | M06 | Saved model to: C:\Users\kehum\AppData\Local\Temp\pytest-of-kehum\pytest-0\test_save_model_creates_file0\model.joblib
2026-08-05 13:36:38 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:36:38 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:36:38 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:36:38 | INFO | M06 | Train instances: 273
2026-08-05 13:36:38 | INFO | M06 | Test instances:  69
2026-08-05 13:36:38 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:36:39 | INFO | M06 | Training complete
2026-08-05 13:36:39 | INFO | M06 | Saved model to: C:\Users\kehum\AppData\Local\Temp\pytest-of-kehum\pytest-0\test_save_model_reloadable0\model.joblib
2026-08-05 13:38:58 | INFO | ML | === RUN START ===
2026-08-05 13:38:58 | INFO | ML | project=ML
2026-08-05 13:38:58 | INFO | ML | repo_dir=ml-06-serving
2026-08-05 13:38:58 | INFO | ML | python=3.14.3
2026-08-05 13:38:58 | INFO | ML | os=Windows 11
2026-08-05 13:38:58 | INFO | ML | shell=powershell
2026-08-05 13:38:58 | INFO | ML | cwd=.
2026-08-05 13:38:58 | INFO | ML | github_actions=False
2026-08-05 13:38:58 | INFO | ML | === RUN START ===
2026-08-05 13:38:58 | INFO | ML | project=ML
2026-08-05 13:38:58 | INFO | ML | repo_dir=ml-06-serving
2026-08-05 13:38:58 | INFO | ML | python=3.14.3
2026-08-05 13:38:58 | INFO | ML | os=Windows 11
2026-08-05 13:38:58 | INFO | ML | shell=powershell
2026-08-05 13:38:58 | INFO | ML | cwd=.
2026-08-05 13:38:58 | INFO | ML | github_actions=False
2026-08-05 13:38:58 | INFO | ML | ========================
2026-08-05 13:38:58 | INFO | ML | START main()
2026-08-05 13:38:58 | INFO | ML | ========================
2026-08-05 13:38:58 | INFO | ML | Load dataset..............
2026-08-05 13:38:58 | INFO | ML | Loading dataset: hours_scores_case
2026-08-05 13:38:58 | INFO | ML | Loaded: 10 rows, 6 columns
2026-08-05 13:38:58 | DEBUG | ML | 
   hours_studied  practice_quizzes  attendance_pct  sleep_hours  prior_score  score
0            2.0                 1              72          6.0           58     62
1            3.5                 2              80          6.5           61     68
2            4.0                 3              85          7.0           64     72
3            5.0                 3              88          7.5           66     76
4            6.0                 4              90          7.0           70     81
2026-08-05 13:38:58 | INFO | ML | Inspect dataset...........
2026-08-05 13:38:58 | INFO | ML | Column names
2026-08-05 13:38:58 | DEBUG | ML | ['hours_studied', 'practice_quizzes', 'attendance_pct', 'sleep_hours', 'prior_score', 'score']
2026-08-05 13:38:58 | INFO | ML | DataFrame info
2026-08-05 13:38:58 | INFO | ML | Dataset shape: 10 rows, 6 columns
2026-08-05 13:38:58 | INFO | ML | Check data quality........
2026-08-05 13:38:58 | INFO | ML | Missing values by column
2026-08-05 13:38:58 | DEBUG | ML | 
hours_studied       0
practice_quizzes    0
attendance_pct      0
sleep_hours         0
prior_score         0
score               0
dtype: int64
2026-08-05 13:38:58 | INFO | ML | Duplicate row count: 0
2026-08-05 13:38:58 | INFO | ML | Create clean view.........
2026-08-05 13:38:58 | INFO | ML | Creating clean modeling view
2026-08-05 13:38:58 | INFO | ML | Clean view: 10 rows, 6 columns
2026-08-05 13:38:58 | INFO | ML | Train supervised model....
2026-08-05 13:38:58 | INFO | ML | Training LinearRegression model
2026-08-05 13:38:58 | INFO | ML | Mean absolute error: 0.48
2026-08-05 13:38:58 | INFO | ML | R-squared: 1.00
2026-08-05 13:38:58 | INFO | ML | Predict one case..........
2026-08-05 13:38:58 | INFO | ML | Predicting one new case
2026-08-05 13:38:58 | INFO | ML | New case:
   hours_studied  practice_quizzes  attendance_pct  sleep_hours  prior_score
0            6.5                 4              92          7.0           72
2026-08-05 13:38:58 | INFO | ML | Predicted score: 83.4
2026-08-05 13:38:58 | INFO | ML | Create charts.............
2026-08-05 13:38:58 | INFO | ML | Creating chart: hours studied vs score
2026-08-05 13:39:00 | INFO | ML | Creating chart: model coefficients
2026-08-05 13:39:00 | INFO | ML | Got a figure Figure(900x500) and axes Axes(0.125,0.11;0.775x0.77) from plt.subplots().
2026-08-05 13:39:00 | INFO | ML | Summarize workflow........
2026-08-05 13:39:00 | INFO | ML | ========================
2026-08-05 13:39:00 | INFO | ML | SUMMARY
2026-08-05 13:39:00 | INFO | ML | ========================
2026-08-05 13:39:00 | INFO | ML | Dataset: hours_scores_case
2026-08-05 13:39:00 | INFO | ML | Original rows: 10
2026-08-05 13:39:00 | INFO | ML | Clean rows: 10
2026-08-05 13:39:00 | INFO | ML | Features: ['hours_studied', 'practice_quizzes', 'attendance_pct', 'sleep_hours', 'prior_score']
2026-08-05 13:39:00 | INFO | ML | Target: score
2026-08-05 13:39:00 | INFO | ML | ----- in a script, call plt.show() once at the end to display all charts -----
2026-08-05 13:39:00 | INFO | ML | ----- in a script, CLOSE the chart windows with the close button to CONTINUE -----
2026-08-05 13:39:03 | INFO | ML | Workflow complete
2026-08-05 13:39:03 | INFO | ML | IMPORTANT: This script creates chart windows.
2026-08-05 13:39:03 | INFO | ML | Close chart windows and terminate this process with CTRL+c as needed.
2026-08-05 13:39:03 | INFO | ML | ========================
2026-08-05 13:39:03 | INFO | ML | Executed successfully!
2026-08-05 13:39:03 | INFO | ML | ========================
2026-08-05 13:39:58 | INFO | M06 | === RUN START ===
2026-08-05 13:39:58 | INFO | M06 | project=M06
2026-08-05 13:39:58 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 13:39:58 | INFO | M06 | python=3.14.3
2026-08-05 13:39:58 | INFO | M06 | os=Windows 11
2026-08-05 13:39:58 | INFO | M06 | shell=powershell
2026-08-05 13:39:58 | INFO | M06 | cwd=.
2026-08-05 13:39:58 | INFO | M06 | github_actions=False
2026-08-05 13:39:58 | INFO | M06 | Load data.................
2026-08-05 13:39:58 | INFO | M06 | Loading dataset: penguins
2026-08-05 13:39:58 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 13:39:58 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 13:39:58 | INFO | M06 | Split data................
2026-08-05 13:39:58 | INFO | M06 | Train instances: 273
2026-08-05 13:39:58 | INFO | M06 | Test instances:  69
2026-08-05 13:39:58 | INFO | M06 | Train model...............
2026-08-05 13:39:58 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 13:39:59 | INFO | M06 | Training complete
2026-08-05 13:39:59 | INFO | M06 | Evaluate model............
2026-08-05 13:39:59 | INFO | M06 | Test accuracy: 1.000
2026-08-05 13:39:59 | INFO | M06 | Save model................
2026-08-05 13:39:59 | INFO | M06 | Saved model to: artifacts\model.joblib
2026-08-05 13:39:59 | INFO | M06 | Summarize.................
2026-08-05 13:39:59 | INFO | M06 | ========================
2026-08-05 13:39:59 | INFO | M06 | SUMMARY
2026-08-05 13:39:59 | INFO | M06 | ========================
2026-08-05 13:39:59 | INFO | M06 | Dataset:  penguins
2026-08-05 13:39:59 | INFO | M06 | Target:   species
2026-08-05 13:39:59 | INFO | M06 | Features: ['bill_length_mm', 'bill_depth_mm', 'flipper_length_mm', 'body_mass_g']
2026-08-05 13:39:59 | INFO | M06 | Artifact: artifacts\model.joblib
2026-08-05 13:39:59 | INFO | M06 | ========================
2026-08-05 13:39:59 | INFO | M06 | ========================
2026-08-05 13:39:59 | INFO | M06 | Executed successfully!
2026-08-05 13:39:59 | INFO | M06 | ========================
2026-08-05 15:23:29 | INFO | M06 | === RUN START ===
2026-08-05 15:23:29 | INFO | M06 | project=M06
2026-08-05 15:23:29 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:23:29 | INFO | M06 | python=3.14.3
2026-08-05 15:23:29 | INFO | M06 | os=Windows 11
2026-08-05 15:23:29 | INFO | M06 | shell=powershell
2026-08-05 15:23:29 | INFO | M06 | cwd=notebooks
2026-08-05 15:23:29 | INFO | M06 | github_actions=False
2026-08-05 15:23:32 | INFO | M06 | === RUN START ===
2026-08-05 15:23:32 | INFO | M06 | project=M06
2026-08-05 15:23:32 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:23:32 | INFO | M06 | python=3.14.3
2026-08-05 15:23:32 | INFO | M06 | os=Windows 11
2026-08-05 15:23:32 | INFO | M06 | shell=powershell
2026-08-05 15:23:32 | INFO | M06 | cwd=notebooks
2026-08-05 15:23:32 | INFO | M06 | github_actions=False
2026-08-05 15:23:32 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:23:32 | ERROR | M06 | Model file not found: artifacts\model.joblib
2026-08-05 15:34:51 | INFO | M06 | === RUN START ===
2026-08-05 15:34:51 | INFO | M06 | project=M06
2026-08-05 15:34:51 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:34:51 | INFO | M06 | python=3.14.3
2026-08-05 15:34:51 | INFO | M06 | os=Windows 11
2026-08-05 15:34:51 | INFO | M06 | shell=powershell
2026-08-05 15:34:51 | INFO | M06 | cwd=.
2026-08-05 15:34:51 | INFO | M06 | github_actions=False
2026-08-05 15:34:51 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:34:51 | INFO | M06 | Model loaded successfully
2026-08-05 15:36:09 | INFO | M06 | === RUN START ===
2026-08-05 15:36:09 | INFO | M06 | project=M06
2026-08-05 15:36:09 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:36:09 | INFO | M06 | python=3.14.3
2026-08-05 15:36:09 | INFO | M06 | os=Windows 11
2026-08-05 15:36:09 | INFO | M06 | shell=powershell
2026-08-05 15:36:09 | INFO | M06 | cwd=notebooks
2026-08-05 15:36:09 | INFO | M06 | github_actions=False
2026-08-05 15:36:09 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:36:09 | ERROR | M06 | Model file not found: artifacts\model.joblib
2026-08-05 15:39:11 | INFO | M06 | === RUN START ===
2026-08-05 15:39:11 | INFO | M06 | project=M06
2026-08-05 15:39:11 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:39:11 | INFO | M06 | python=3.14.3
2026-08-05 15:39:11 | INFO | M06 | os=Windows 11
2026-08-05 15:39:11 | INFO | M06 | shell=powershell
2026-08-05 15:39:11 | INFO | M06 | cwd=.
2026-08-05 15:39:11 | INFO | M06 | github_actions=False
2026-08-05 15:39:11 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:39:11 | INFO | M06 | Model loaded successfully
2026-08-05 15:39:16 | INFO | M06 | === RUN START ===
2026-08-05 15:39:16 | INFO | M06 | project=M06
2026-08-05 15:39:16 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:39:16 | INFO | M06 | python=3.14.3
2026-08-05 15:39:16 | INFO | M06 | os=Windows 11
2026-08-05 15:39:16 | INFO | M06 | shell=powershell
2026-08-05 15:39:16 | INFO | M06 | cwd=.
2026-08-05 15:39:16 | INFO | M06 | github_actions=False
2026-08-05 15:39:16 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:39:16 | INFO | M06 | Model loaded successfully
2026-08-05 15:57:04 | INFO | M06 | === RUN START ===
2026-08-05 15:57:04 | INFO | M06 | project=M06
2026-08-05 15:57:04 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 15:57:04 | INFO | M06 | python=3.14.3
2026-08-05 15:57:04 | INFO | M06 | os=Windows 11
2026-08-05 15:57:04 | INFO | M06 | shell=powershell
2026-08-05 15:57:04 | INFO | M06 | cwd=notebooks
2026-08-05 15:57:04 | INFO | M06 | github_actions=False
2026-08-05 15:57:04 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 15:57:04 | ERROR | M06 | Model file not found: artifacts\model.joblib
2026-08-05 16:41:03 | INFO | M06 | === RUN START ===
2026-08-05 16:41:03 | INFO | M06 | project=M06
2026-08-05 16:41:03 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 16:41:03 | INFO | M06 | python=3.14.3
2026-08-05 16:41:03 | INFO | M06 | os=Windows 11
2026-08-05 16:41:03 | INFO | M06 | shell=powershell
2026-08-05 16:41:03 | INFO | M06 | cwd=.
2026-08-05 16:41:03 | INFO | M06 | github_actions=False
2026-08-05 16:41:03 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-05 16:41:03 | INFO | M06 | Model loaded successfully
2026-08-05 16:41:03 | INFO | M06 | === RUN START ===
2026-08-05 16:41:03 | INFO | M06 | project=M06
2026-08-05 16:41:03 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 16:41:03 | INFO | M06 | python=3.14.3
2026-08-05 16:41:03 | INFO | M06 | os=Windows 11
2026-08-05 16:41:03 | INFO | M06 | shell=powershell
2026-08-05 16:41:03 | INFO | M06 | cwd=.
2026-08-05 16:41:03 | INFO | M06 | github_actions=False
2026-08-05 16:41:03 | INFO | M06 | Confirming installation:
2026-08-05 16:41:03 | INFO | M06 |   python:       3.14.3
2026-08-05 16:41:03 | INFO | M06 |   pandas:       3.0.5
2026-08-05 16:41:03 | INFO | M06 | Model artifact will be saved to: artifacts\model.joblib
2026-08-05 16:41:13 | INFO | M06 | === RUN START ===
2026-08-05 16:41:13 | INFO | M06 | project=M06
2026-08-05 16:41:13 | INFO | M06 | repo_dir=ml-06-serving
2026-08-05 16:41:13 | INFO | M06 | python=3.14.3
2026-08-05 16:41:13 | INFO | M06 | os=Windows 11
2026-08-05 16:41:13 | INFO | M06 | shell=powershell
2026-08-05 16:41:13 | INFO | M06 | cwd=.
2026-08-05 16:41:13 | INFO | M06 | github_actions=False
2026-08-05 16:41:13 | INFO | M06 | Confirming installation:
2026-08-05 16:41:13 | INFO | M06 |   python:       3.14.3
2026-08-05 16:41:13 | INFO | M06 |   pandas:       3.0.5
2026-08-05 16:41:13 | INFO | M06 | Model artifact will be saved to: artifacts\model.joblib
2026-08-05 16:41:13 | INFO | M06 | Loading dataset: penguins
2026-08-05 16:41:13 | INFO | M06 | Loading dataset: penguins
2026-08-05 16:41:13 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-05 16:41:13 | INFO | M06 | Model rows (after dropping missing): 342
2026-08-05 16:41:13 | INFO | M06 | Model rows: 342
2026-08-05 16:41:13 | INFO | M06 | Classes in 'species': ['Adelie', 'Chinstrap', 'Gentoo']
2026-08-05 16:41:13 | INFO | M06 | Train instances: 273
2026-08-05 16:41:13 | INFO | M06 | Test instances:  69
2026-08-05 16:41:13 | INFO | M06 | Train instances: 273
2026-08-05 16:41:13 | INFO | M06 | Test instances:  69
2026-08-05 16:41:13 | INFO | M06 | Training RandomForestClassifier on 273 instances
2026-08-05 16:41:14 | INFO | M06 | Training complete
2026-08-05 16:41:14 | INFO | M06 | Saved model to: artifacts\model.joblib
2026-08-05 16:41:14 | INFO | M06 | Reloaded model from: artifacts\model.joblib
2026-08-05 16:41:14 | INFO | M06 | Valid payload -> {'prediction': 'Chinstrap'}
2026-08-05 16:41:14 | INFO | M06 | Invalid payload handled cleanly -> ValueError: Missing required feature: 'bill_depth_mm'
2026-08-05 16:41:14 | INFO | M06 | ========================
2026-08-05 16:41:14 | INFO | M06 | SUMMARY
2026-08-05 16:41:14 | INFO | M06 | ========================
2026-08-05 16:41:14 | INFO | M06 | Dataset:  penguins
2026-08-05 16:41:14 | INFO | M06 | Target:   species
2026-08-05 16:41:14 | INFO | M06 | Features: ['bill_length_mm', 'bill_depth_mm', 'flipper_length_mm', 'body_mass_g']
2026-08-05 16:41:14 | INFO | M06 | Artifact: artifacts\model.joblib
2026-08-05 16:41:14 | INFO | M06 | ========================
2026-08-07 17:39:35 | INFO | M06 | === RUN START ===
2026-08-07 17:39:35 | INFO | M06 | project=M06
2026-08-07 17:39:35 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 17:39:35 | INFO | M06 | python=3.14.3
2026-08-07 17:39:35 | INFO | M06 | os=Windows 11
2026-08-07 17:39:35 | INFO | M06 | shell=powershell
2026-08-07 17:39:35 | INFO | M06 | cwd=.
2026-08-07 17:39:35 | INFO | M06 | github_actions=False
2026-08-07 17:39:35 | INFO | M06 | Load data.................
2026-08-07 17:39:35 | INFO | M06 | Loading dataset: penguins
2026-08-07 17:39:35 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-07 17:39:35 | INFO | M06 | Model rows (after dropping missing): 333
2026-08-07 17:39:35 | INFO | M06 | Split data................
2026-08-07 17:39:35 | INFO | M06 | Train instances: 266
2026-08-07 17:39:35 | INFO | M06 | Test instances:  67
2026-08-07 17:39:35 | INFO | M06 | Train model...............
2026-08-07 17:39:35 | INFO | M06 | Training RandomForestClassifier on 266 instances
2026-08-07 17:39:36 | INFO | M06 | Training complete
2026-08-07 17:39:36 | INFO | M06 | Evaluate model............
2026-08-07 17:39:36 | INFO | M06 | Test accuracy: 0.896
2026-08-07 17:39:36 | INFO | M06 | Save model................
2026-08-07 17:39:36 | INFO | M06 | Saved model to: artifacts\model.joblib
2026-08-07 17:39:36 | INFO | M06 | Summarize.................
2026-08-07 17:39:36 | INFO | M06 | ========================
2026-08-07 17:39:36 | INFO | M06 | SUMMARY
2026-08-07 17:39:36 | INFO | M06 | ========================
2026-08-07 17:39:36 | INFO | M06 | Dataset:  penguins
2026-08-07 17:39:36 | INFO | M06 | Target:   sex
2026-08-07 17:39:36 | INFO | M06 | Features: ['bill_length_mm', 'bill_depth_mm', 'flipper_length_mm', 'body_mass_g']
2026-08-07 17:39:36 | INFO | M06 | Artifact: artifacts\model.joblib
2026-08-07 17:39:36 | INFO | M06 | ========================
2026-08-07 17:39:36 | INFO | M06 | ========================
2026-08-07 17:39:36 | INFO | M06 | Executed successfully!
2026-08-07 17:39:36 | INFO | M06 | ========================
2026-08-07 17:53:54 | INFO | M06 | === RUN START ===
2026-08-07 17:53:54 | INFO | M06 | project=M06
2026-08-07 17:53:54 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 17:53:54 | INFO | M06 | python=3.14.3
2026-08-07 17:53:54 | INFO | M06 | os=Windows 11
2026-08-07 17:53:54 | INFO | M06 | shell=powershell
2026-08-07 17:53:54 | INFO | M06 | cwd=.
2026-08-07 17:53:54 | INFO | M06 | github_actions=False
2026-08-07 17:53:54 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-07 17:53:54 | INFO | M06 | Model loaded successfully
2026-08-07 17:53:58 | INFO | M06 | === RUN START ===
2026-08-07 17:53:58 | INFO | M06 | project=M06
2026-08-07 17:53:58 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 17:53:58 | INFO | M06 | python=3.14.3
2026-08-07 17:53:58 | INFO | M06 | os=Windows 11
2026-08-07 17:53:58 | INFO | M06 | shell=powershell
2026-08-07 17:53:58 | INFO | M06 | cwd=.
2026-08-07 17:53:58 | INFO | M06 | github_actions=False
2026-08-07 17:53:58 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-07 17:53:59 | INFO | M06 | Model loaded successfully
2026-08-07 18:05:10 | INFO | M06 | === RUN START ===
2026-08-07 18:05:10 | INFO | M06 | project=M06
2026-08-07 18:05:10 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 18:05:10 | INFO | M06 | python=3.14.3
2026-08-07 18:05:10 | INFO | M06 | os=Windows 11
2026-08-07 18:05:10 | INFO | M06 | shell=powershell
2026-08-07 18:05:10 | INFO | M06 | cwd=notebooks
2026-08-07 18:05:10 | INFO | M06 | github_actions=False
2026-08-07 18:05:11 | INFO | M06 | === RUN START ===
2026-08-07 18:05:11 | INFO | M06 | project=M06
2026-08-07 18:05:11 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 18:05:11 | INFO | M06 | python=3.14.3
2026-08-07 18:05:11 | INFO | M06 | os=Windows 11
2026-08-07 18:05:11 | INFO | M06 | shell=powershell
2026-08-07 18:05:11 | INFO | M06 | cwd=.
2026-08-07 18:05:11 | INFO | M06 | github_actions=False
2026-08-07 18:05:11 | INFO | M06 | Loading model from: artifacts\model.joblib
2026-08-07 18:05:11 | INFO | M06 | Model loaded successfully
2026-08-07 18:05:11 | INFO | M06 | === RUN START ===
2026-08-07 18:05:11 | INFO | M06 | project=M06
2026-08-07 18:05:11 | INFO | M06 | repo_dir=ml-06-serving
2026-08-07 18:05:11 | INFO | M06 | python=3.14.3
2026-08-07 18:05:11 | INFO | M06 | os=Windows 11
2026-08-07 18:05:11 | INFO | M06 | shell=powershell
2026-08-07 18:05:11 | INFO | M06 | cwd=.
2026-08-07 18:05:11 | INFO | M06 | github_actions=False
2026-08-07 18:05:11 | INFO | M06 | Confirming installation:
2026-08-07 18:05:11 | INFO | M06 |   python:       3.14.3
2026-08-07 18:05:11 | INFO | M06 |   pandas:       3.0.5
2026-08-07 18:05:11 | INFO | M06 | Model artifact will be saved to: artifacts\model.joblib
2026-08-07 18:05:37 | INFO | M06 | Loading dataset: penguins
2026-08-07 18:05:37 | INFO | M06 | Loading dataset: penguins
2026-08-07 18:05:37 | INFO | M06 | Loaded: 344 rows, 7 columns
2026-08-07 18:05:38 | INFO | M06 | Model rows (after dropping missing): 333
2026-08-07 18:05:38 | INFO | M06 | Model rows: 333
2026-08-07 18:05:38 | INFO | M06 | Classes in 'sex': ['Female', 'Male']
2026-08-07 18:05:44 | INFO | M06 | Train instances: 266
2026-08-07 18:05:44 | INFO | M06 | Test instances:  67
2026-08-07 18:05:44 | INFO | M06 | Train instances: 266
2026-08-07 18:05:44 | INFO | M06 | Test instances:  67
2026-08-07 18:05:49 | INFO | M06 | Training RandomForestClassifier on 266 instances
2026-08-07 18:05:50 | INFO | M06 | Training complete
2026-08-07 18:05:50 | INFO | M06 | Saved model to: artifacts\model.joblib
2026-08-07 18:05:50 | INFO | M06 | Reloaded model from: artifacts\model.joblib
2026-08-07 18:05:57 | INFO | M06 | Valid payload -> {'prediction': 'Female'}
2026-08-07 18:05:57 | INFO | M06 | Invalid payload handled cleanly -> ValueError: Missing required feature: 'bill_depth_mm'
